Date,Likes,Retweets,Replies,Quotes,Engagement,Has_Media,Text,URL
"2026-01-18",2,0,1,0,3,true,"(7/11)

Creators get paid, and users can invest in the best strategies.  
We aren't building on existing AMMs.  Axis is the AMM for indice.  We’re using @jito_sol BAM to minimize MEV and make it rock solid. 🛡️

(https://t.co/dqvDqUK6c0) https://t.co/B24MWB3c09","https://x.com/muse_jp_sol/status/2012774866467139936"
"2026-01-18",2,0,1,0,3,false,"(10/11)  
We are developing furiously right now.  
Beta testing is coming in February.   

Remember the name Axis. 

This will be a game-changer. I’m not stopping.  
Love you,@solana Family.

muse &lt;3","https://x.com/muse_jp_sol/status/2012774873047998899"
"2026-01-18",1,0,1,0,2,false,"(9/11)  
Institutions manage risk too much.  
The market is chaotic.  
Sometimes you have to make crazy bets.   

Builders know this.  Show us your best strategy.  

Let's maximize performance and ignite @solana","https://x.com/muse_jp_sol/status/2012774871206695308"
"2026-01-18",1,0,1,0,2,false,"(8/11)  

""How do we filter out the trash?""  

Performance. That’s it.  

Only the pizzas (strategies) that actually make money long-term will survive.  
This isn't a memecoin launchpad.   

This is the democratization of ETFs.","https://x.com/muse_jp_sol/status/2012774869231173871"
"2026-01-18",2,0,1,0,3,true,"(11/11)  

PS: I’ll be in KL for the @JupiterExchange event (Jan 30 - Feb 3) 🪐  
Then @mtndao until the end of Feb ⛰️

Can’t wait to see you all again.   
Let's build.🧑‍💻 https://t.co/CDajElvzla","https://x.com/muse_jp_sol/status/2012774876986085391"
"2026-01-19",3,0,0,0,3,false,"🔥 https://t.co/pUTgRiHoTw","https://x.com/muse_jp_sol/status/2013224969791250709"
"2026-01-19",20,2,0,2,22,true,"If Axis executes as designed, it will fundamentally disrupt the current landscape of ""Delta Neutral"" yield products.

The reason is simple: 
The arbitrage value that existing vaults extract externally, Axis will internalize directly into the protocol.

Here is the thesis on https://t.co/VEHCOjZOGx","https://x.com/muse_jp_sol/status/2013255245569384618"
"2026-01-19",1,0,1,0,2,false,"This article completely changed my life.
Brb updating my resume to apply for a McDonald’s shift. https://t.co/3gOtpdiNMN","https://x.com/muse_jp_sol/status/2013269422136541513"
"2026-01-20",8,0,0,0,8,true,"https://t.co/PS8T6FzZkr","https://x.com/muse_jp_sol/status/2013472680788324776"
"2026-01-20",7,0,2,0,9,false,"I always support you with all the love I have.
ありがとう、がんばろう！ https://t.co/ErdZAVsCXH","https://x.com/muse_jp_sol/status/2013488897104175386"
"2026-01-20",16,3,4,2,23,false,"I see. Got it.

Once I’ve solidified the foundation, I’m going all in on this hackathon — I’ll turn myself into the token and give it everything I’ve got.

I’ll make everything public.
How I’m building Axis.
What I eat for breakfast.

Everything.

Watch me. I’m building something https://t.co/CUOAYupCxW","https://x.com/muse_jp_sol/status/2013594433103765638"
"2026-01-22",2,0,0,0,2,false,"See u at mountain 🏔️ https://t.co/SJYAThsEFK","https://x.com/muse_jp_sol/status/2014190459716067363"
"2026-01-23",6,0,1,0,7,true,"Gm
I will complete the MVP before going to USA https://t.co/y14Z3wBPnf","https://x.com/muse_jp_sol/status/2014520499251134691"
"2026-01-23",17,0,2,0,19,true,"Visa approved.
Flights and hotel booked.
Money’s tight, but I’m giving it everything in the U.S. 🇺🇸
In one month, I’ll come back with real progress to show.
See you in Salt Lake City.🗻 https://t.co/ReZampNyg6","https://x.com/muse_jp_sol/status/2014593818117734825"
"2026-01-23",2,0,0,0,2,false,"🐢→🍕

LFG https://t.co/eJ2l41ijDp","https://x.com/muse_jp_sol/status/2014649395900514510"
"2026-01-23",5,2,0,0,7,false,"For the MVP, we’re narrowing the scope to building indexes and tracking their performance against real market prices.

I’m genuinely excited to see who can design the best performing index.

I’ll say this over and over again,
I’m insanely bullish on on-chain index investing.

If https://t.co/4mOPUm84DJ","https://x.com/muse_jp_sol/status/2014654906679099485"
"2026-01-24",5,0,0,0,5,true,"👀 https://t.co/GqImfJagF7","https://x.com/muse_jp_sol/status/2014928140125274198"
"2026-01-24",4,0,0,0,4,true,"I’m excited about a future where everyone can use Axis on Devnet to invest in indexes. https://t.co/HMmLbQ1BQI","https://x.com/muse_jp_sol/status/2014941544047116336"
"2026-01-24",3,0,1,0,4,false,"Hay my fam
This is Japan fr https://t.co/Dkt2xvzaeV","https://x.com/muse_jp_sol/status/2014943942639550768"
"2026-01-24",5,0,0,0,5,true,"👾👾👾 https://t.co/Gw48oXaSUa","https://x.com/muse_jp_sol/status/2015044057555497276"
"2026-01-24",7,0,2,0,9,true,"New logo
Not bad https://t.co/hplM9GKxOi","https://x.com/muse_jp_sol/status/2015060157609451831"
"2026-01-25",23,0,14,0,37,true,"Gm

I’ve installed a local LLM on a MacBook I’m not really using.
I’m bringing two Macs with me to @mtndao lol. https://t.co/7Zhz1wrWpJ","https://x.com/muse_jp_sol/status/2015294169187790864"
"2026-01-25",0,0,0,0,0,false,"i'm tapped in @tapdotfun

you're not

fix that
https://t.co/6PBNc9NRmM","https://x.com/muse_jp_sol/status/2015296856759423455"
"2026-01-25",0,0,0,0,0,true,"A weird experiment is about to go live. Keep watching. https://t.co/hYgY0NhN8q","https://x.com/muse_jp_sol/status/2015371688561774908"
"2026-01-26",3,0,1,0,4,true,"Lately I’ve been doing a 10-minute meditation right after I wake up before starting work, and it feels amazing.

It’s like an easy, quick sauna for my mind. https://t.co/lLNjOEpxhG","https://x.com/muse_jp_sol/status/2015587760699285640"
"2026-01-26",8,0,1,0,9,true,"I'm preparing winter clothes for SLC https://t.co/BBQLszWbPN","https://x.com/muse_jp_sol/status/2015642111656567165"
"2026-01-26",4,0,0,0,4,true,"@SuperteamKorea lol sorry fr... https://t.co/PITI4IWJEB","https://x.com/muse_jp_sol/status/2015678237113016372"
"2026-01-26",2,0,0,0,2,false,"LOOOOOOOOOOOOOVE IT https://t.co/I8mBwFYmaz","https://x.com/muse_jp_sol/status/2015727123525472485"
"2026-01-26",11,0,1,1,12,true,"🌟
As a frontend engineer, I believe it’s important to be creative and put some playfulness into the details like this.haha https://t.co/gLJ9E2foZ6","https://x.com/muse_jp_sol/status/2015734108174115279"
"2026-01-26",9,0,0,3,9,true,"Axis UI 👀
""SLIDE TO INVEST"" https://t.co/22YSqGMpBS","https://x.com/muse_jp_sol/status/2015741203179061530"
"2026-01-27",10,0,1,0,11,true,"VIBES CODING https://t.co/YhsCcLuJzJ","https://x.com/muse_jp_sol/status/2015990279254553017"
"2026-01-27",6,0,0,1,6,false,"To everyone who supported and helped send Muse to Dubai,

The NFT verification page and content distribution will be ready very soon.
Please hang tight just a little longer 
just a bit more!

Sorry for the delay, and thank you so much for your patience!!! https://t.co/aqKk0jkl00","https://x.com/muse_jp_sol/status/2016035982873919708"
"2026-01-27",4,0,0,0,4,false,"Museをドバイへ送り出してくださった支援者の皆様へ

この度は温かいご支援をいただき、誠にありがとうございました。
NFTの認証ページおよびコンテンツの配布につきましては、まもなくご案内できる予定です。

お待たせしてしまい大変申し訳ありませんが、 https://t.co/qn7W2rLuih","https://x.com/muse_jp_sol/status/2016036288525435023"
"2026-01-27",16,1,0,2,17,true,"Landing in KL on the 30th. 🇲🇾 
I have a massive announcement the moment I arrive. 

It all begins then.

Follow now so you don't miss the drop. 🤫🔔

@Axis_pizza &amp;&amp; @Pumpfun https://t.co/wSWdtEioUp","https://x.com/muse_jp_sol/status/2016133748019101983"
"2026-01-27",2,0,0,0,2,false,"2016 memories?
Bro I was an elementary school kid with no phone.
Absolute L.","https://x.com/muse_jp_sol/status/2016298745437237604"
"2026-01-28",6,2,0,1,8,true,"coming sooooooon https://t.co/FG1DHlVq0I","https://x.com/muse_jp_sol/status/2016327394798535054"
"2026-01-28",7,0,1,0,8,false,"2 https://t.co/NMrePRWjlA","https://x.com/muse_jp_sol/status/2016342656763498677"
"2026-01-28",7,0,0,0,7,true,"Relentless building. Build, build, build.
 Never stop shipping.
Founder mode: ON!!!! https://t.co/hbAG9CbstY","https://x.com/muse_jp_sol/status/2016392722123522495"
"2026-01-28",7,0,0,0,7,false,"I will be making a major announcement regarding Axis during this Space! 
I’ll be sharing exactly where Axis is headed and the impact we aim to create, directly in my own words.

Don't miss it! 🚀 https://t.co/Tcb2aSqzm0","https://x.com/muse_jp_sol/status/2016517300485243240"
"2026-01-28",7,0,2,0,9,true,"Here’s a sneak peek of the MVP UI we’ve been building over the past few days. 🚀

We’re almost ready to ship! Just a little longer, stay tuned. https://t.co/t6sTU9V0SR","https://x.com/muse_jp_sol/status/2016517585559560672"
"2026-01-29",3,0,0,0,3,false,"im on my way https://t.co/Wo4o9Yz44e","https://x.com/muse_jp_sol/status/2016719300078555415"
"2026-01-29",1,0,0,0,1,false,"🎧 https://t.co/nfRfFLZtLZ","https://x.com/muse_jp_sol/status/2016806431518052414"
"2026-01-29",20,0,11,0,31,true,"Gm I’m going to KL https://t.co/hvQH8g8Hy1","https://x.com/muse_jp_sol/status/2017012597862912501"
"2026-01-29",19,0,2,0,21,true,"Japanese passport.
English instructions.
Every time. Why lol https://t.co/ofpVHURRjk","https://x.com/muse_jp_sol/status/2017017049365827660"
"2026-01-30",12,0,0,0,12,false,"See u sooooooooon https://t.co/1d76MAEgs7","https://x.com/muse_jp_sol/status/2017025954233929927"
"2026-01-30",37,4,2,3,43,false,"Connected with the @Pumpfun core team regarding @Axis_pizza.

Just secured a meeting to discuss how we can support the ecosystem together.

Tottaly Big week. We are ready.","https://x.com/muse_jp_sol/status/2017042791151652884"
"2026-01-30",69,23,5,5,97,false,"Thank you, everyone. What Axis does won't change. We'll prove it at this hackathon. Let's make history.

皆様応援ありがとうございます！
これからもAxisとしてはやることは変わらないのでひたすらビルドしていきます！
日本人として伝説を作りましょう。
世界を圧倒させます。 https://t.co/yWrkJvgZZr","https://x.com/muse_jp_sol/status/2017255232204689441"
"2026-01-30",36,1,5,1,42,true,"Hi everyone 
I’m muse yes developer 

Just got to Malaysia after a 7h flight from Japan.
Dead tired. Taking a smoke break. https://t.co/oEF9xnplrX","https://x.com/muse_jp_sol/status/2017265895308190158"
"2026-01-30",29,1,4,0,34,true,"Axis received a follow and repost from Toly in December.

This was the result of Muse flying to Dubai and pitching in person. https://t.co/Q2q37GeyRC","https://x.com/muse_jp_sol/status/2017267790621880811"
"2026-01-30",20,1,2,1,23,true,"I luv cigarettes 🚬 https://t.co/WBjHrEkRTt","https://x.com/muse_jp_sol/status/2017270601636008054"
"2026-01-30",30,3,2,0,35,false,"See this, and you’ll feel excited about the future that’s coming https://t.co/k9EV5KSotk","https://x.com/muse_jp_sol/status/2017272140836512171"
"2026-01-30",24,0,5,2,29,true,"I’m pretty exhausted from the flight, so I’m going to get some sleep…. https://t.co/bVzdhT6Bhw","https://x.com/muse_jp_sol/status/2017280125067530437"
"2026-01-30",50,6,3,1,59,true,"I literally woke up like 3 seconds ago and I’m already processing a ton of information, just like in the photo.

Things I need to do today:
•Meeting with the pump team
•Make connections at the Jupiter event
•Continue developing the MVP

I’ll be streaming tonight see you there. https://t.co/7HMW7a1ntM","https://x.com/muse_jp_sol/status/2017379829465878815"
"2026-01-31",22,1,0,0,23,true,"I’m having coffee and a slow breakfast right now.
Hotel breakfast. Somehow my picks are always kind of weird. https://t.co/LZmTsXDI42","https://x.com/muse_jp_sol/status/2017400307370889730"
"2026-01-31",32,3,3,0,38,true,"I can’t live without a pack of cigarettes a day.
I smoke this Japanese brand.

When I wake up, drink coffee, feel the wind, listen to Radiohead, and have a cigarette, it feels like the day is going to go well. At least, that’s how it feels.

Right now, I was listening to High and https://t.co/N1UlIW81W2","https://x.com/muse_jp_sol/status/2017407037232291914"
"2026-01-31",19,3,4,0,26,false,"Gmaxis","https://x.com/muse_jp_sol/status/2017407181210231137"
"2026-01-31",15,1,1,0,17,true,"Work, work, and WORK https://t.co/h2GtYGqpqR","https://x.com/muse_jp_sol/status/2017416215141224889"
"2026-01-31",25,7,1,0,33,false,"Here is MVP demo Video

Dev is cooking G https://t.co/RYzQYQN3E4","https://x.com/muse_jp_sol/status/2017441622192230683"
"2026-01-31",20,0,5,0,25,true,"Lunch time https://t.co/raykD2Huwh","https://x.com/muse_jp_sol/status/2017496248786555238"
"2026-01-31",45,6,3,3,54,true,"I met sooo many KOLs https://t.co/ZxHRyEacgG","https://x.com/muse_jp_sol/status/2017512898114031746"
"2026-01-31",34,1,2,0,37,true,"Just use JUPITER
@JupiterExchange https://t.co/iBaYbdLrGo","https://x.com/muse_jp_sol/status/2017513978902286785"
"2026-01-31",59,6,2,1,67,true,"I met @kashdhanda again 
LFGGGGGGG🔥🔥🔥🔥🔥🔥 https://t.co/ZTMde4gYRq","https://x.com/muse_jp_sol/status/2017529272655876245"
"2026-01-31",15,0,0,0,15,true,"Dinner Chinese food https://t.co/7CIypehKyb","https://x.com/muse_jp_sol/status/2017562592903053645"
"2026-01-31",10,0,2,0,12,false,"I’m soooooo sorry everyone 
Reschedule…… https://t.co/MrodspZsBd","https://x.com/muse_jp_sol/status/2017581977109729769"
"2026-01-31",27,4,8,0,39,false,"Today, I probably fixed around 54 errors.

Tomorrow, there are still a lot of issues on the functionality side, so I’ll start by working on those.
The frontend is already implemented, so what’s left is connecting it to the blockchain and fine-tuning the consistency with the","https://x.com/muse_jp_sol/status/2017614691980481009"
"2026-01-31",22,2,5,0,29,false,"Tomorrow, I’ll go to the event venue to talk with the @TradeNeutral team about how we can build together.

I’ll do my best to come back with real results.","https://x.com/muse_jp_sol/status/2017615514034704449"
"2026-01-31",18,1,0,0,19,false,"日本人の皆さんへ。
拙い英語でダラダラと配信してしまって申し訳ありませんでした！
明日の日本時間の朝10時にAMAを開催させていただきます！
夜遅い告知になってしまい大変恐縮ですがご参加していただけますと幸いです！！！ https://t.co/ODnQMtenT9","https://x.com/muse_jp_sol/status/2017642852084600970"
"2026-01-31",23,4,0,1,27,false,"本当にすみません間違えてます
日本時間12:00！お昼ご飯食べながらでも聞いてください、！気軽に集まってください！ https://t.co/rxxecFFiNp","https://x.com/muse_jp_sol/status/2017649267788419155"
"2026-01-31",22,3,3,0,28,false,"This is an opportunity I can’t miss.
I’ll be joining a bit late, from 2/4.
I’ll be able to test on the actual hardware and consult with the developers on integration on the spot.
There’s also a hackathon happening, and everything’s ready for launch.

Honestly, it’s going to be an https://t.co/LaQR086wy1","https://x.com/muse_jp_sol/status/2017654661642379625"
"2026-02-01",18,0,2,1,20,true,"Gm today’s breakfast 
Thanks to everyone, I can eat decent delicious food... https://t.co/94XSu45EgN","https://x.com/muse_jp_sol/status/2017789096807244178"
"2026-02-01",31,2,1,0,34,true,"Finally i met @willishere_ from @TradeNeutral 

Let’s build index future!!! https://t.co/QjTU2HgBxC","https://x.com/muse_jp_sol/status/2017839283462386055"
"2026-02-01",28,2,3,1,33,true,"Build time https://t.co/yAjkQOIr72","https://x.com/muse_jp_sol/status/2017882156396335467"
"2026-02-02",36,2,10,0,48,true,"Gmaxis https://t.co/G9UCJXOK0o","https://x.com/muse_jp_sol/status/2018116195350880652"
"2026-02-02",13,0,1,0,14,true,"I only eat what I like, so my breakfasts are kinda strange. 
Feels very elementary-school-kid vibes. https://t.co/bPIAbt3csj","https://x.com/muse_jp_sol/status/2018144675723694099"
"2026-02-02",73,27,7,3,107,false,"$maxis の20歳、音楽中退のDevのmuseです！！
Pumpハッカソンに参加している国産(海外)プロジェクトになります！
長期的な事業として人生かけてるプロジェクトです！
どうか皆さん応援のほどお願いします🙇

この後pumpチームとのmeetingが控えておりここから入賞に向けてゴリゴリ働いていきます‼️","https://x.com/muse_jp_sol/status/2018149553866948873"
"2026-02-02",23,0,1,0,24,true,"Today’s lunch 🍕
I ate etfs https://t.co/qJqrEgZe9K","https://x.com/muse_jp_sol/status/2018201844909293590"
"2026-02-02",20,3,0,0,23,false,"stay tune
続報をお待ちしてください https://t.co/NUJ2LTiF86","https://x.com/muse_jp_sol/status/2018214021229596966"
"2026-02-02",20,0,0,1,20,true,"Just building never rest https://t.co/jkznTgR9Wl","https://x.com/muse_jp_sol/status/2018222846884118895"
"2026-02-02",22,2,1,1,25,true,"More commit, More Ship https://t.co/j3jCwOv9H7","https://x.com/muse_jp_sol/status/2018237129772728582"
"2026-02-02",43,4,1,1,48,true,"I went into debt to make this happen.

Drained my savings + took a loan. I just knew I had to get to @mtndao.

It was a crazy bet, but the pump community had my back. 
Used the dev fees to pay off the debt today. 

Now I’m clear.

I feel like you guys are sending me to the US https://t.co/9LguEn4Go9","https://x.com/muse_jp_sol/status/2018258869118783826"
"2026-02-02",21,3,0,3,24,false,"MVPのアクセスについて追加アナウンスです！！
しばしお待ちを、！楽しい仕掛けをたくさん用意しています‼️ https://t.co/QYybtPNlHV","https://x.com/muse_jp_sol/status/2018270747182219532"
"2026-02-02",38,5,0,1,43,false,"https://t.co/u3aPejXcZQチームとの面談が終わりました！

頂いたフィードバックがこれ
• 「君たちのやってることイケてる‼️と思う」 
• 「自分ならこれを使うと思う」
• 「今回のハッカソンには最適だ」 
• 「資料を送ってくれ。話をしよう」 https://t.co/Gzwc95I2Tn","https://x.com/muse_jp_sol/status/2018340584076009610"
"2026-02-02",14,0,1,0,15,true,"Gn see u tomorrow https://t.co/EV9eHfWVPd","https://x.com/muse_jp_sol/status/2018356282659590210"
"2026-02-02",11,0,1,0,12,false,"Live now https://t.co/HP9QdiZe6L","https://x.com/muse_jp_sol/status/2018359818713735516"
"2026-02-02",29,6,1,0,36,true,"G $maxis 
Today I’m flying back to Japan from Malaysia,
and tomorrow morning I’ll be heading to the US from Japan.
I’ll mostly be in transit today and tomorrow,
so I probably won’t be able to share progress updates until the night of the 4th.
Please hang tight for a bit! https://t.co/MIUBbazCJZ","https://x.com/muse_jp_sol/status/2018471525683495318"
"2026-02-03",28,0,0,0,28,true,"Thank you 🇲🇾 https://t.co/6GcRtrTYCR","https://x.com/muse_jp_sol/status/2018498572350812491"
"2026-02-03",11,0,1,0,12,false,"Time is Alpha. https://t.co/XVmtAXOePW","https://x.com/muse_jp_sol/status/2018504475233911033"
"2026-02-03",9,0,0,0,9,false,"👀 https://t.co/1RBLGeLudg","https://x.com/muse_jp_sol/status/2018528494351982892"
"2026-02-03",31,1,2,0,34,true,"I ate beef rice bowl about Japan!!️

I will leave the country in 15 hours….. https://t.co/LUDRrKg1RG","https://x.com/muse_jp_sol/status/2018640529026879531"
"2026-02-03",20,3,7,1,30,false,"We’re preparing for our MVP launch and want to create a high-quality, super cool promo video.

If you know a great video creator/editor, please introduce us 🙏

This is a paid opportunity.

We need someone who can start ASAP, as this is for an upcoming hackathon.","https://x.com/muse_jp_sol/status/2018650749832696067"
"2026-02-03",5,0,2,0,7,false,"Like this

https://t.co/FdwW4HUPDc","https://x.com/muse_jp_sol/status/2018650853222301768"
"2026-02-03",3,0,0,0,3,false,"We love Eno https://t.co/PXLQeAYF4M","https://x.com/muse_jp_sol/status/2018710776286998602"
"2026-02-03",10,0,0,0,10,true,"Show me your CatLumpurr recap https://t.co/xBEQLi5DHY https://t.co/dmEK9xQcRG","https://x.com/muse_jp_sol/status/2018711028897358161"
"2026-02-04",24,1,6,0,31,true,"Gm everyone 
I just came back to Japan last night, but this time I'm going to the airport to go to USA https://t.co/YRTYjeA4ui","https://x.com/muse_jp_sol/status/2018845212999811419"
"2026-02-04",8,0,0,0,8,false,"Regarding this matter, the team's goal has been made! Thank you all! https://t.co/0VMNyxaXGa","https://x.com/muse_jp_sol/status/2018846070974062693"
"2026-02-04",5,1,0,0,6,false,"Once we arrive in the U.S., there will be a major announcement regarding the WL that everyone’s been curious about. https://t.co/ecPBTk28PP","https://x.com/muse_jp_sol/status/2018850065226637572"
"2026-02-04",27,0,1,0,28,true,"United delayed my flight by 6 hours. 
That meant missing critical meetings in SLC.

Waiting wasn't an option.

I negotiated hard—calling support while standing in line at the counter simultaneously. Managed to force an endorsement to ANA.

Execution solves everything. Next stop: https://t.co/1NKVnFeFl5","https://x.com/muse_jp_sol/status/2018898176657539579"
"2026-02-04",46,11,4,3,61,false,"明日から @mtndao 参加のため、本日アメリカへ飛びます。🇺🇸

日本を離れる前に、Axisの入り口をここに置いておきます。

https://t.co/qTVwoAK75M

現在はまだロックされており、カウントダウンのみが動いています。 アクセスしても中には入れません。 https://t.co/qGH9OL2n79","https://x.com/muse_jp_sol/status/2018909764567326994"
"2026-02-04",20,0,1,0,21,false,"1人でアメリカ行くの普通に不安になってきたゾ
ワクワク半分不安半分","https://x.com/muse_jp_sol/status/2018946701835587708"
"2026-02-04",4,0,0,0,4,false,"LFG MY BROTHER 🔥🔥👊👊👊 https://t.co/qYd4XLf0gc","https://x.com/muse_jp_sol/status/2018993500575142349"
"2026-02-04",9,1,0,0,10,false,"2 days left.. https://t.co/bM91Dkwko9","https://x.com/muse_jp_sol/status/2019088232642732399"
"2026-02-04",13,0,1,0,14,false,"ビニールさんとの初対面がまさかのマレーシアだとは思わなかったです。笑

そしてこれをロサンゼルスから投稿しています
Hello https://t.co/OKt0RCO8yl","https://x.com/muse_jp_sol/status/2019110502413332855"
"2026-02-04",35,1,4,0,40,true,"Arrived!!!
Gmaxis https://t.co/nv54cYrWK7","https://x.com/muse_jp_sol/status/2019153350416327073"
"2026-02-04",5,0,1,0,6,false,"So many people on CT have Japanese anime PFPs that I’m thinking of switching mine too.","https://x.com/muse_jp_sol/status/2019178150236942403"
"2026-02-05",4,1,1,0,6,true,"https://t.co/MlyE3C3a1s https://t.co/eoawqroywE","https://x.com/muse_jp_sol/status/2019209225063526817"
"2026-02-05",16,0,0,0,16,true,"Finally going to Utah from LA https://t.co/SQ4STIE6n4","https://x.com/muse_jp_sol/status/2019234920045113790"
"2026-02-05",49,3,4,0,56,true,"Finally arrived SLC

It took 27 hours to travel from Japan... https://t.co/GJLbFVO5aM","https://x.com/muse_jp_sol/status/2019281289875185683"
"2026-02-05",16,0,0,0,16,false,"Lfg https://t.co/mm3AocjDCL","https://x.com/muse_jp_sol/status/2019295804817830024"
"2026-02-05",10,0,1,0,11,false,"🤣🤣🤣🤣🤣 https://t.co/oasys3yHzm","https://x.com/muse_jp_sol/status/2019441997136765348"
"2026-02-05",10,0,2,0,12,false,"多忙すぎて全然死ぬ","https://x.com/muse_jp_sol/status/2019442156813828387"
"2026-02-05",16,0,3,0,19,true,"This is America https://t.co/FTdwpd2Gy3","https://x.com/muse_jp_sol/status/2019443918962643387"
"2026-02-05",0,0,0,0,0,false,"(2/5)

// PHASE 1: HOLDERS ONLY (0h - 48h)

To reward our early believers, the gate is strictly locked for the first 2 days.

Requirement: 100k $MAXIS 
Status: Token Gated

If you don't hold enough $MAXIS, you wait. 
The gate opens to the Public (Phase 2) only after 48 hours.","https://x.com/muse_jp_sol/status/2019464789861494798"
"2026-02-05",5,0,0,0,5,false,"lfg https://t.co/cQxRC5CpdW","https://x.com/muse_jp_sol/status/2019470721857016066"
"2026-02-05",2,0,0,0,2,false,"Lfg https://t.co/qpGYvtXu0T","https://x.com/muse_jp_sol/status/2019493817712537945"
"2026-02-05",7,0,1,0,8,false,"👀 https://t.co/ZHcbGkjhZi","https://x.com/muse_jp_sol/status/2019494008805028325"
"2026-02-05",51,8,4,2,63,true,"I’m here @mtndao https://t.co/3XtrRFJlUv","https://x.com/muse_jp_sol/status/2019502328538382490"
"2026-02-05",10,1,1,0,12,false,"Time to cook at @mtndao https://t.co/JIrcAx6Pap","https://x.com/muse_jp_sol/status/2019548621004267917"
"2026-02-06",9,0,0,0,9,false,"how can i going to japan..?
i have NOT monney https://t.co/b2PwSquze6","https://x.com/muse_jp_sol/status/2019570869635256786"
"2026-02-06",0,0,0,0,0,false,"What did we do","https://x.com/muse_jp_sol/status/2019574987787759703"
"2026-02-06",5,0,0,0,5,false,"Sorry for late https://t.co/neXzoZkJvX","https://x.com/muse_jp_sol/status/2019580718452814200"
"2026-02-06",12,0,2,0,14,true,"Sorry I’m so tired
melt muse https://t.co/yg8SxojaKn","https://x.com/muse_jp_sol/status/2019600378552332659"
"2026-02-06",6,0,1,0,7,false,"夜と地下鉄が怖すぎるので普通に日本帰りたいです","https://x.com/muse_jp_sol/status/2019606628639899909"
"2026-02-06",13,0,1,0,14,false,"参加します！！
日本のイベントなのにたまたま日本いなくてアメリカから受けると言うなんとも言えない…
現地でピッチしたかったです、！
頑張ります！ https://t.co/JhSeNtoGmx","https://x.com/muse_jp_sol/status/2019609736526934429"
"2026-02-06",14,0,5,0,19,true,"Gn https://t.co/P1v83DKooB","https://x.com/muse_jp_sol/status/2019639021585199189"
"2026-02-06",14,2,1,0,17,false,"すごく丁寧にまとめられていて嬉しいです、！！
これからも頑張ります！ https://t.co/2r2aXTKCZn","https://x.com/muse_jp_sol/status/2019717897447485831"
"2026-02-06",6,0,0,0,6,false,"kudasai https://t.co/6RsL7vSEXV","https://x.com/muse_jp_sol/status/2019772497567289691"
"2026-02-06",21,1,3,0,25,true,"Gm from mtn https://t.co/7ceIha0B4l","https://x.com/muse_jp_sol/status/2019780762493739039"
"2026-02-06",25,1,3,0,29,true,"Time to build https://t.co/GzxFSg6Xvj","https://x.com/muse_jp_sol/status/2019802117448536512"
"2026-02-06",14,0,3,0,17,false,"Definitely applying! 🚀 
We are getting so close to bringing the 'ETF Factory' experience to Seeker. 

Let's BUILD. https://t.co/g1PwKi1xS3","https://x.com/muse_jp_sol/status/2019828227561402671"
"2026-02-06",5,0,0,0,5,false,"Bro https://t.co/hgeEn0Syvq","https://x.com/muse_jp_sol/status/2019828996771573879"
"2026-02-06",13,0,0,0,13,true,"SHIP SHIP SHIP https://t.co/MpaGUrdCZC","https://x.com/muse_jp_sol/status/2019914357900267689"
"2026-02-06",36,6,4,1,46,true,"I managed to get this far in just half a day.
w / @0sumTX 

I’m continuing to debug the web MVP while also pushing forward with development on @solanamobile !!!! https://t.co/An618fAluR","https://x.com/muse_jp_sol/status/2019920159964877243"
"2026-02-07",9,0,0,1,9,false,"I’m here https://t.co/VBIUo0iWpO","https://x.com/muse_jp_sol/status/2019932990189744485"
"2026-02-07",6,0,0,0,6,false,"Lfg https://t.co/3OlJRL8CKg","https://x.com/muse_jp_sol/status/2019951151677050881"
"2026-02-07",14,0,0,0,14,true,"Gm
I don't want to make coffee with tap water, so I'm going shopping https://t.co/ZrOE8KF8QD","https://x.com/muse_jp_sol/status/2020174896249393153"
"2026-02-07",13,1,0,0,14,true,"I was able to shop a lot https://t.co/ZVYONdxokv","https://x.com/muse_jp_sol/status/2020204525458714659"
"2026-02-07",12,1,0,0,13,true,"I bought way too much Pepsi lol.
Should we throw a party? https://t.co/heGCk90IrK","https://x.com/muse_jp_sol/status/2020211759408468177"
"2026-02-07",8,0,0,0,8,false,"See you on the mtn https://t.co/hJD7ZljRmo","https://x.com/muse_jp_sol/status/2020223552088334609"
"2026-02-07",4,0,0,0,4,false,"アメリカドリンクバーが全部コストコなの本当に好き","https://x.com/muse_jp_sol/status/2020240945162383814"
"2026-02-07",14,1,1,0,16,true,"Crown Burgers in SLC is absolutely goated. Best burger I've ever had, hands down. https://t.co/k6oCpWENj1","https://x.com/muse_jp_sol/status/2020242700034011571"
"2026-02-07",3,0,0,0,3,false,"Ended up skipping skiing because I slept in lol.","https://x.com/muse_jp_sol/status/2020242848755646904"
"2026-02-08",22,8,0,4,30,false,"https://t.co/qTe3BDGc8G","https://x.com/muse_jp_sol/status/2020287585604731370"
"2026-02-08",6,0,0,1,6,false,"pls fb https://t.co/euMFfoRB3K","https://x.com/muse_jp_sol/status/2020288168143224959"
"2026-02-08",16,0,0,0,16,true,".@typeshit 
Thanks for the follow and for liking my article! https://t.co/rYYi2S8Im9","https://x.com/muse_jp_sol/status/2020307074660593757"
